Segment,speed km/h
200,82.60862504779809
201,85.73666265865381
202,75.88106039150655
203,91.02870201549008
204,91.05723106068822
205,79.5832494859074
206,97.98465735378153
207,74.03296397546093
208,88.90595438163314
209,80.87231458381078
210,78.34020763927673
211,19.70914416401015
212,24.163682413275158
213,15.588595279724986
214,41.41047866163723
215,58.417175441938625
216,56.8877554123395
217,80.951922773506
218,63.6666745949173
219,80.95190717505811
220,82.60862504779809
221,85.73666265865381
222,75.88106039150655
223,91.02870201549008
224,91.05723106068822
225,79.5832494859074
226,97.98465735378153
227,74.03296397546093
228,88.90595438163314
229,80.87231458381078
230,78.34020763927673
231,101.09036634668978
232,19.70914416401015
233,24.163682413275158
234,15.588595279724986
235,41.41047866163723
236,58.417175441938625
237,56.8877554123395
238,80.951922773506
239,63.6666745949173
240,80.95190717505811
241,82.60862504779809
242,85.73666265865381
243,75.88106039150655
244,91.02870201549008
245,91.05723106068822
246,79.5832494859074
247,97.98465735378153
248,74.03296397546093
249,88.90595438163314
250,80.87231458381078
251,78.34020763927673
252,101.09036634668978
253,105.08856565352038
254,19.70914416401015
255,24.163682413275158
256,15.588595279724986
257,41.41047866163723
258,58.417175441938625
259,56.8877554123395
260,80.951922773506
261,63.6666745949173
262,80.95190717505811
263,82.60862504779809
264,85.73666265865381
265,75.88106039150655
266,91.02870201549008
267,91.05723106068822
268,79.5832494859074
269,97.98465735378153
270,74.03296397546093
271,88.90595438163314
272,80.87231458381078
273,78.34020763927673
274,101.09036634668978
275,105.08856565352038
276,68.78273908541782
277,19.70914416401015
278,24.163682413275158
279,15.588595279724986
280,41.41047866163723
281,58.417175441938625
282,56.8877554123395
283,80.951922773506
284,63.6666745949173
285,80.95190717505811
286,82.60862504779809
287,85.73666265865381
288,75.88106039150655
289,91.02870201549008
290,91.05723106068822
291,79.5832494859074
292,97.98465735378153
293,74.03296397546093
294,88.90595438163314
295,80.87231458381078
296,78.34020763927673
297,101.09036634668978
298,105.08856565352038
299,68.78273908541782
300,52.03266478205007
301,19.70914416401015
302,24.163682413275158
303,15.588595279724986
304,41.41047866163723
305,58.417175441938625
306,56.8877554123395
307,80.951922773506
308,63.6666745949173
309,80.95190717505811
310,82.60862504779809
311,85.73666265865381
312,75.88106039150655
313,91.02870201549008
314,91.05723106068822
315,79.5832494859074
316,97.98465735378153
317,74.03296397546093
318,88.90595438163314
319,80.87231458381078
320,78.34020763927673
321,101.09036634668978
322,105.08856565352038
323,68.78273908541782
324,52.03266478205007
325,65.37738538617434
326,19.70914416401015
327,24.163682413275158
328,15.588595279724986
329,41.41047866163723
330,58.417175441938625
331,56.8877554123395
332,80.951922773506
333,63.6666745949173
334,80.95190717505811
335,82.60862504779809
336,85.73666265865381
337,75.88106039150655
338,91.02870201549008
339,91.05723106068822
340,79.5832494859074
341,97.98465735378153
342,74.03296397546093
343,88.90595438163314
344,80.87231458381078
345,78.34020763927673
346,101.09036634668978
347,105.08856565352038
348,68.78273908541782
349,52.03266478205007
350,65.37738538617434
351,57.95209095749383
352,19.70914416401015
353,24.163682413275158
354,15.588595279724986
355,41.41047866163723
356,58.417175441938625
357,56.8877554123395
358,80.951922773506
359,63.6666745949173
360,80.95190717505811
361,82.60862504779809
362,85.73666265865381
363,75.88106039150655
364,91.02870201549008
365,91.05723106068822
366,79.5832494859074
367,97.98465735378153
368,74.03296397546093
369,88.90595438163314
370,80.87231458381078
371,78.34020763927673
372,101.09036634668978
373,105.08856565352038
374,68.78273908541782
375,52.03266478205007
376,65.37738538617434
377,57.95209095749383
378,53.74187311927597
379,19.70914416401015
380,24.163682413275158
381,15.588595279724986
382,41.41047866163723
383,58.417175441938625
384,56.8877554123395
385,80.951922773506
386,63.6666745949173
387,80.95190717505811
388,82.60862504779809
389,85.73666265865381
390,75.88106039150655
391,91.02870201549008
392,91.05723106068822
393,79.5832494859074
394,97.98465735378153
395,74.03296397546093
396,88.90595438163314
397,80.87231458381078
398,78.34020763927673
399,101.09036634668978
400,105.08856565352038
401,68.78273908541782
402,52.03266478205007
403,65.37738538617434
404,57.95209095749383
405,53.74187311927597
406,53.87113666199367
407,19.70914416401015
408,24.163682413275158
409,15.588595279724986
410,41.41047866163723
411,58.417175441938625
412,56.8877554123395
413,80.951922773506
414,63.6666745949173
415,80.95190717505811
416,82.60862504779809
417,85.73666265865381
418,75.88106039150655
419,91.02870201549008
420,91.05723106068822
421,79.5832494859074
422,97.98465735378153
423,74.03296397546093
424,88.90595438163314
425,80.87231458381078
426,78.34020763927673
427,101.09036634668978
428,105.08856565352038
429,68.78273908541782
430,52.03266478205007
431,65.37738538617434
432,57.95209095749383
433,53.74187311927597
434,53.87113666199367
435,55.86647412361227
436,19.70914416401015
437,24.163682413275158
438,15.588595279724986
439,41.41047866163723
440,58.417175441938625
441,56.8877554123395
442,80.951922773506
443,63.6666745949173
444,80.95190717505811
445,82.60862504779809
446,85.73666265865381
447,75.88106039150655
448,91.02870201549008
449,91.05723106068822
450,79.5832494859074
451,97.98465735378153
452,74.03296397546093
453,88.90595438163314
454,80.87231458381078
455,78.34020763927673
456,101.09036634668978
457,105.08856565352038
458,68.78273908541782
459,52.03266478205007
460,65.37738538617434
461,57.95209095749383
462,53.74187311927597
463,53.87113666199367
464,55.86647412361227
465,46.20293225844203
466,19.70914416401015
467,24.163682413275158
468,15.588595279724986
469,41.41047866163723
470,58.417175441938625
471,56.8877554123395
472,80.951922773506
473,63.6666745949173
474,80.95190717505811
475,82.60862504779809
476,85.73666265865381
477,75.88106039150655
478,91.02870201549008
479,91.05723106068822
480,79.5832494859074
481,97.98465735378153
482,74.03296397546093
483,88.90595438163314
484,80.87231458381078
485,78.34020763927673
486,101.09036634668978
487,105.08856565352038
488,68.78273908541782
489,52.03266478205007
490,65.37738538617434
491,57.95209095749383
492,53.74187311927597
493,53.87113666199367
494,55.86647412361227
495,46.20293225844203
496,57.521524272201106
497,19.70914416401015
498,24.163682413275158
499,15.588595279724986
500,41.41047866163723
501,58.417175441938625
502,56.8877554123395
503,80.951922773506
504,63.6666745949173
505,80.95190717505811
506,82.60862504779809
507,85.73666265865381
508,75.88106039150655
509,91.02870201549008
510,91.05723106068822
511,79.5832494859074
512,97.98465735378153
513,74.03296397546093
514,88.90595438163314
515,80.87231458381078
516,78.34020763927673
517,101.09036634668978
518,105.08856565352038
519,68.78273908541782
520,52.03266478205007
521,65.37738538617434
522,57.95209095749383
523,53.74187311927597
524,53.87113666199367
525,55.86647412361227
526,46.20293225844203
527,57.521524272201106
528,69.6629103460533
529,19.70914416401015
530,24.163682413275158
531,15.588595279724986
532,41.41047866163723
